temperature_c,ice_cream_sales
22.93,680.47
21.64,730.81
30.85,836.9
38.3,1067.2
28.13,757.18
33.96,800.2
5.96,285.76
40.14,1168.22
26.56,790.02
24.7,857.5
13.64,419.49
10.43,307.14
19.73,664.17
41.8,1219.82
27.37,850.07
21.48,572.13
10.57,322.25
7.48,188.33
29.25,949.69
43.33,1127.98
22.92,600.53
14.48,455.74
20.07,608.8
25.41,775.19
35.15,970.84
23.14,637.74
42.06,1127.85
30.63,829.56
9.82,429.2
9.57,338.9
27.06,814.59
37.11,1015.25
26.33,648.69
37.16,1127.48
8.21,340.17
18.16,577.18
6.92,145.85
19.24,572.74
27.75,886.32
42.02,1228.31
23.41,672.09
20.02,673.63
32.18,998.74
33.73,933.89
11.85,475.21
33.02,1001.96
26.59,814.99
25.37,790.31
44.25,1153.95
35.85,1043.27
37.59,1032.33
37.85,992.07
30.9,963.83
6.03,243.58
19.74,607.54
35.67,1000.32
12.19,311.38
43.3,1164.66
5.28,278.52
27.34,784.28
8.38,288.33
35.42,1005.44
29.67,906.28
21.2,531.83
9.05,320.09
23.07,677.89
18.99,680.81
12.52,485.3
12.35,325.86
38.9,1152.87
18.15,544.68
8.98,227.82
11.33,302.56
31.44,967.98
19.79,621.91
7.25,222.37
7.19,374.85
7.38,327.05
34.49,946.93
39.0,1092.94
38.81,1017.59
26.82,890.57
20.69,546.05
17.69,464.99
34.81,982.05
37.32,1205.74
42.56,1079.58
44.39,1258.74
33.2,934.16
12.69,441.32
43.49,1255.7
9.91,306.55
16.17,488.79
38.29,1015.96
25.61,824.34
14.77,545.63
25.95,681.4
35.82,1018.32
15.95,561.65
25.04,630.57
16.49,595.47
20.91,618.95
13.48,409.8
33.3,1016.35
17.57,607.0
25.27,649.65
37.18,1072.81
10.66,407.44
31.46,755.79
18.22,589.24
24.52,688.29
33.64,1008.8
41.94,1097.22
39.42,1092.97
41.0,1092.97
6.98,236.48
21.84,514.7
37.05,1090.23
37.46,1106.13
21.79,649.05
16.42,532.65
26.95,729.75
34.86,1036.06
32.66,931.37
15.03,479.37
5.01,313.56
40.45,1033.17
22.81,553.85
38.3,1084.15
39.85,1083.83
42.55,1095.69
19.11,588.13
31.39,906.54
28.85,874.07
11.57,322.96
22.48,637.4
22.22,673.54
12.63,482.36
20.0,654.53
22.45,631.7
36.99,1055.91
39.33,1052.01
33.68,917.35
37.2,1011.41
8.94,284.92
27.28,826.11
15.35,539.67
21.75,619.62
33.12,938.48
42.88,1148.85
19.27,525.6
28.1,737.04
9.28,437.0
32.3,862.91
14.52,501.17
23.76,717.44
18.03,479.34
7.03,301.1
34.63,983.46
29.78,842.93
37.7,1016.46
42.85,1171.15
21.43,664.24
35.25,929.62
17.39,621.08
22.31,699.08
38.44,916.58
40.94,1110.06
20.04,728.72
37.11,1049.23
35.64,947.4
12.46,449.87
30.02,723.52
24.84,737.25
7.51,257.74
26.89,774.74
44.18,1124.72
36.2,979.08
13.04,269.21
13.84,408.94
17.76,551.29
5.72,309.82
7.94,446.48
33.77,895.11
26.87,801.99
32.84,900.9
33.62,922.46
7.95,304.0
42.83,1161.36
43.77,1306.4
6.37,241.24
7.71,224.18
37.79,1055.7
29.32,768.56
44.67,1194.58
14.88,535.5
36.82,1005.6
25.99,780.9
27.21,767.62
13.36,449.55
29.27,789.96
21.43,684.36
13.82,366.55
38.48,1014.02
13.57,444.09
17.01,574.79
8.47,324.55
32.05,931.98
16.35,435.77
43.32,1163.91
34.66,980.84
41.05,1129.53
12.86,356.53
30.59,814.19
40.19,1096.95
43.46,1231.31
31.01,1001.23
42.9,1107.18
10.91,375.65
6.62,204.4
23.6,688.64
17.69,519.21
42.04,1175.5
5.64,121.8
17.68,522.11
18.99,581.26
33.52,950.26
5.07,246.55
39.0,1084.4
42.38,1234.87
24.36,788.91
9.33,320.63
7.03,244.48
15.34,495.48
10.38,408.04
25.12,730.43
21.41,569.86
12.67,474.32
38.33,1081.87
29.01,930.83
30.05,806.44
32.33,922.6
39.59,1115.77
32.0,886.51
10.32,301.13
20.32,624.97
25.86,720.83
12.41,411.89
42.61,1167.72
15.09,413.86
35.88,971.02
43.06,1152.06
15.99,503.84
23.23,709.16
14.95,493.07
37.9,1099.77
36.81,1029.64
40.73,1238.18
7.51,311.12
34.6,885.04
28.19,781.39
21.94,840.12
40.58,1034.07
39.69,1121.05
32.99,1060.3
11.88,323.52
15.38,579.91
11.24,476.28
15.25,465.38
35.93,886.19
18.34,596.32
16.3,503.53
14.96,463.95
7.02,317.04
18.61,567.24
8.78,225.66
27.48,781.31
12.4,433.03
15.87,527.62
24.13,781.35
20.24,490.96
17.86,608.38
43.26,1159.9
7.33,295.78
40.21,1158.7
42.14,1109.16
43.72,1171.08
39.48,1122.07
37.39,1000.51
14.47,482.76
12.21,341.68
29.11,901.48
26.42,806.79
33.84,901.1
9.7,408.98
16.44,537.43
31.89,841.01
29.48,879.07
18.94,617.37
10.92,278.95
39.31,937.96
38.25,1032.74
10.85,327.81
34.97,1013.26
10.68,327.79
23.06,641.14
23.64,800.74
21.07,703.27
18.69,476.68
23.7,774.56
33.47,1031.88
18.24,548.81
28.21,782.83
19.35,471.4
43.84,1116.69
32.35,903.32
39.09,1050.28
22.28,637.78
15.25,504.08
8.16,411.83
37.68,1007.96
32.93,889.15
37.85,1039.53
32.17,889.75
6.51,365.77
21.99,639.38
18.26,612.47
22.34,815.15
31.72,998.56
27.65,781.66
30.43,833.95
13.42,379.44
24.85,728.78
14.41,366.86
25.44,871.83
16.8,488.64
13.69,445.82
42.61,1183.01
15.72,422.43
30.04,912.39
30.06,881.24
28.07,786.7
33.75,968.06
29.33,829.86
38.98,1075.3
6.02,211.85
7.95,307.54
27.16,805.91
20.99,576.71
13.48,455.84
19.11,463.68
30.98,950.52
39.13,1006.27
12.26,304.64
16.69,488.83
10.6,380.39
44.86,1205.57
5.8,295.53
11.31,370.35
20.39,599.86
12.96,418.21
32.21,1010.29
5.91,225.87
25.59,893.71
12.87,544.02
30.28,789.24
9.69,401.47
12.9,389.14
38.2,1067.56
41.0,1032.79
19.45,585.07
28.5,983.91
32.02,857.78
35.43,1035.94
26.43,773.87
28.15,777.54
36.34,1087.39
26.86,749.77
26.51,766.54
16.32,528.26
38.53,1142.4
22.67,649.46
27.11,919.39
30.3,755.85
26.63,735.64
22.7,747.57
24.42,682.36
9.0,341.19
37.89,995.39
8.24,226.54
44.48,1186.89
43.79,1246.0
40.29,1076.94
8.07,302.06
6.04,226.64
29.69,889.02
11.62,300.08
42.62,1164.66
31.29,867.08
39.36,1035.25
44.77,1297.94
42.53,1065.02
9.21,357.72
44.3,1240.57
7.81,277.46
36.14,1125.96
34.97,1005.99
13.52,400.67
20.29,649.92
30.23,833.09
24.91,704.08
33.15,1002.24
10.24,394.36
21.28,702.32
33.69,799.05
5.32,260.33
31.01,972.52
26.63,704.76
42.0,1166.44
43.49,1180.02
32.56,963.61
26.55,737.53
26.22,809.78
22.78,658.84
36.14,1173.11
18.37,587.81
14.69,611.26
22.66,712.16
18.3,541.62
37.57,1048.55
16.01,530.29
21.08,496.17
15.8,559.69
26.53,780.26
17.24,570.7
30.07,895.63
37.25,960.45
34.99,986.75
17.06,533.79
27.62,722.54
20.31,701.48
31.01,994.26
39.86,1079.97
38.61,1102.49
40.49,1115.16
21.11,612.39
37.45,1015.76
20.07,532.13
9.06,354.49
28.55,781.47
28.86,863.32
35.44,964.7
38.62,1000.3
40.81,1084.25
33.09,953.45
30.07,835.66
5.62,189.69
9.54,439.53
10.6,287.91
15.37,566.72
40.73,1190.18
34.04,1008.48
30.33,908.4
9.98,307.44
31.2,851.29
34.21,1074.9
17.32,600.75
14.75,503.27
32.46,881.98
9.82,296.91
28.26,741.66
44.01,1163.5
5.99,238.48
12.3,422.45
26.21,832.4
7.84,429.29
33.31,1028.2
8.23,235.14
12.66,376.3
26.91,720.66
37.62,1111.67
19.68,645.02
7.26,258.21
18.91,572.87
7.95,318.93
12.53,453.59
23.73,775.03
40.23,1125.73
40.74,1113.59
33.17,961.37
38.69,1062.32
26.39,791.46
43.22,1176.97
38.38,1138.74
31.28,966.34
14.36,454.69
35.44,1118.3
40.0,1119.79
24.14,736.38
19.54,682.23
19.59,718.64
35.09,1055.3
43.0,1202.2
21.02,610.22
9.26,357.84
6.68,310.48
38.26,1089.02
17.43,529.42
37.92,1009.86
9.64,360.14
6.58,231.58
17.38,440.03
17.63,493.25
44.9,1201.07
14.55,421.71
34.65,984.23
41.84,1074.66
36.3,942.61
43.97,1278.58
11.7,452.07
32.34,930.36
25.88,834.38
39.8,1055.4
34.72,1015.26
36.16,995.33
20.45,703.23
32.08,918.33
40.25,1055.82
12.89,506.39
6.26,234.92
17.46,468.06
39.53,1181.7
23.59,730.26
15.28,432.16
41.43,1131.6
6.69,261.3
37.26,979.95
36.96,974.63
25.76,740.06
15.55,549.81
22.38,711.6
19.17,548.13
10.67,418.63
28.8,911.46
12.83,371.15
44.84,1267.13
27.98,802.25
9.68,327.54
29.58,842.5
20.2,655.78
12.43,336.89
16.89,524.2
15.24,460.88
28.31,810.9
16.03,491.52
6.92,229.8
37.72,1158.01
16.42,355.32
17.19,565.82
22.33,694.95
36.73,1024.92
29.6,858.71
8.51,352.76
23.39,655.02
35.27,961.7
6.63,248.75
6.62,296.06
33.08,959.86
25.06,665.62
11.55,387.28
31.81,860.79
8.27,252.99
22.79,643.75
37.79,980.27
12.08,296.46
28.59,822.24
19.83,654.82
40.73,1102.44
30.86,929.54
19.37,633.02
24.57,664.57
26.04,704.03
44.38,1125.88
34.81,986.97
33.56,971.94
44.35,1210.69
11.13,334.01
23.69,689.5
43.47,1230.39
39.09,1114.84
13.2,462.69
21.86,667.21
12.52,483.45
33.03,868.79
29.69,807.66
28.25,751.76
41.12,1105.28
9.02,414.77
42.62,1121.42
24.38,666.51
6.08,151.21
41.59,1179.27
42.25,1155.21
42.75,1253.08
38.39,1144.53
16.14,437.22
16.46,507.9
18.12,629.8
14.02,406.99
41.33,1192.76
26.39,611.08
15.65,488.09
35.89,960.09
30.11,916.95
20.17,581.99
41.57,1188.77
27.22,812.36
30.13,808.35
6.31,311.39
30.2,888.0
21.51,547.73
34.92,1004.89
6.75,240.99
20.43,639.33
7.62,306.32
42.25,1217.54
21.79,702.31
10.57,317.71
34.73,937.8
40.27,1092.23
36.01,1064.88
39.02,1051.84
38.88,1091.67
44.57,1269.08
19.53,591.64
18.94,677.88
9.46,304.44
39.3,1115.22
42.22,1179.55
16.29,515.2
29.6,712.28
14.8,453.65
39.48,982.62
5.28,202.27
32.8,915.71
26.72,906.21
16.44,556.41
41.92,1086.28
24.18,716.61
25.98,774.85
8.33,314.32
21.47,637.97
11.36,350.75
27.17,800.93
28.14,819.08
14.76,509.89
42.74,1218.8
17.11,576.23
31.17,885.67
44.16,1194.4
37.15,1073.12
34.85,921.89
7.37,135.86
25.97,644.9
35.16,866.42
31.42,919.21
27.71,800.7
41.84,1193.29
27.38,815.61
38.51,1124.89
40.43,1178.64
36.45,1067.95
11.0,432.87
36.0,1098.35
36.49,1137.15
31.95,903.18
19.86,688.66
16.56,479.02
31.03,844.09
34.19,1054.23
41.8,1151.07
18.66,466.48
16.56,442.18
34.66,920.05
44.14,1132.95
16.62,547.63
15.97,447.52
40.75,1101.92
15.59,453.31
21.61,558.44
44.68,1138.04
37.03,1080.49
14.99,494.44
43.1,985.57
38.74,1030.51
43.96,1252.61
21.13,662.05
31.69,1019.7
20.27,591.35
22.68,689.64
31.85,843.22
21.59,546.88
21.76,665.88
26.67,743.23
9.29,492.17
44.43,1175.58
38.08,1026.69
24.3,712.29
35.23,1037.28
44.9,1273.84
25.66,641.81
33.95,1027.11
8.4,300.2
43.25,1020.53
11.63,390.98
37.04,964.87
24.51,783.69
30.78,890.09
28.84,885.57
21.62,712.1
43.09,1149.76
17.41,550.17
14.25,524.34
40.77,1132.55
16.77,469.77
9.31,419.48
11.27,383.14
19.29,534.9
40.14,1218.34
31.55,774.49
10.07,311.69
26.41,725.86
29.91,900.44
37.32,1012.01
27.55,747.54
18.74,631.08
44.83,1267.77
15.38,467.34
43.58,1203.57
13.37,366.62
25.72,729.28
9.42,331.29
40.72,1040.31
24.58,615.16
40.36,1085.06
38.0,1113.27
12.6,449.88
7.34,247.55
41.67,1297.35
27.49,722.82
39.1,1110.57
32.59,883.11
35.78,1067.42
24.33,701.49
34.33,943.98
41.75,1201.53
33.37,924.4
42.27,1201.12
14.66,459.86
37.12,870.34
26.19,884.11
7.43,316.86
30.81,851.82
30.09,934.17
44.64,1157.89
30.99,820.12
10.23,270.84
44.65,1204.16
17.59,500.17
32.89,904.84
28.93,735.1
19.22,539.28
21.27,658.98
31.12,959.95
39.87,1099.38
42.86,1141.74
44.64,1253.81
9.67,412.39
12.52,480.27
13.22,461.29
43.93,1153.09
8.9,319.14
32.88,936.61
43.31,1035.49
28.01,801.95
5.31,336.31
7.63,252.28
33.39,825.91
20.93,583.41
25.23,688.59
6.81,336.31
40.93,1281.35
41.22,1139.73
29.08,775.95
24.05,628.67
20.75,680.52
12.91,466.27
42.59,1235.01
24.57,682.61
9.32,430.95
36.71,1028.2
43.87,1154.07
16.3,384.24
32.49,881.29
44.87,1190.29
9.6,275.62
37.5,1064.45
24.93,681.79
31.77,837.22
12.23,350.7
13.72,357.81
27.24,746.76
15.02,442.79
28.87,807.06
8.51,335.63
36.28,1098.79
15.96,559.59
34.48,868.19
11.52,441.64
36.98,1089.52
5.54,283.96
11.83,368.72
18.52,650.75
36.2,951.06
6.27,320.71
34.61,1027.5
14.41,490.31
44.87,1113.76
16.47,524.0
10.83,420.69
32.33,911.15
16.07,496.74
26.61,742.79
35.89,965.5
37.0,1019.21
13.83,517.55
13.39,392.57
15.85,519.89
20.79,458.34
34.88,940.44
26.68,809.84
40.19,1165.21
32.94,856.75
29.53,855.27
25.83,792.37
21.51,589.05
18.84,470.3
12.0,318.64
15.8,399.01
41.04,1168.11
38.18,1060.05
5.18,203.1
13.96,394.97
37.29,1097.73
28.42,797.12
7.85,314.67
37.3,977.06
35.14,906.83
16.26,566.61
34.76,973.1
40.47,1121.14
30.89,890.9
34.75,1027.13
6.96,343.08
27.6,722.2
35.14,962.2
23.5,624.95
21.18,639.47
27.52,763.85
31.99,880.33
37.67,1027.41
37.65,1024.0
33.12,1078.71
44.34,1091.86
26.52,753.2
22.73,577.74
18.23,564.98
9.97,263.73
13.9,442.93
17.24,486.53
25.26,795.49
44.91,1132.9
36.02,918.47
40.51,1043.42
12.25,428.14
5.96,260.78
5.11,209.07
25.11,765.07
9.7,205.6
12.57,398.72
12.11,400.54
33.55,948.4
43.13,1181.13
9.85,360.26
9.27,357.78
18.19,670.56
30.51,904.61
19.77,503.04
16.14,552.9
9.61,330.37
23.32,647.84
6.41,172.52
30.13,834.67
37.94,1059.54
43.74,1237.72
17.89,480.34
38.0,1024.28
25.28,701.34
15.71,457.66
8.86,229.27
22.88,607.39
39.69,1073.32
42.9,1209.39
23.48,672.31
35.92,925.52
13.52,421.51
34.76,893.76
5.86,290.31
21.73,732.28
35.78,999.37
19.66,631.26
9.13,284.58
43.84,1209.05
16.96,519.36
6.69,324.24
21.32,594.59
32.88,914.15
20.35,539.53
41.03,1160.93
13.52,396.65
28.15,781.17
9.28,274.88
9.72,328.03
12.81,459.53
13.71,460.31
31.38,957.44
38.94,1030.55
39.62,1087.21
30.13,918.51
21.28,571.91
15.59,558.17
16.73,606.29
23.12,608.42
30.16,996.98
27.21,760.63
35.46,882.18
10.13,284.27
9.52,325.36
44.63,1188.0
17.64,490.52
43.86,1118.85
16.58,426.98
7.59,385.67
25.3,750.74
12.89,479.44
40.98,1065.31
22.3,630.78
22.64,602.15
20.58,581.81
9.44,397.08
29.93,819.48
11.18,370.72
30.59,821.83
21.01,668.87
39.12,1041.44
25.82,819.07
40.54,1089.99
6.01,395.69
34.02,1022.31
27.35,780.69
11.76,398.04
9.23,412.99
34.49,981.69
20.02,636.51
8.05,428.22
32.8,932.44
16.64,389.84
17.0,535.39
8.28,377.46
21.9,666.46
41.53,1068.65
39.41,1080.11
18.24,645.09
17.27,446.69
39.65,988.09
34.58,914.36
13.15,497.57
40.93,1000.42
41.48,1144.24
18.62,595.22
40.71,1117.94
31.54,799.76
40.02,1108.46
20.42,545.0
20.93,631.89
25.11,674.37
15.54,508.48
26.49,759.36
25.37,658.32
12.52,446.24
40.82,1111.74
9.18,348.68
40.29,1119.05
26.52,823.0
24.28,741.57
39.34,1107.73
23.13,564.07
17.12,501.65
11.32,224.62
32.51,822.73
38.32,1120.71
25.41,700.15
16.3,568.73
42.63,1111.17
30.86,855.77
26.79,771.26
36.68,1102.43
18.36,611.78
34.45,924.11
19.03,538.87
15.32,487.25
14.31,593.93
40.34,1106.65
37.22,974.78
13.33,380.48
7.81,278.01
11.18,392.61
17.3,472.19
29.39,885.78
31.62,845.15
9.56,410.91
23.19,689.31
25.84,720.12
15.37,309.56
34.19,927.8
28.81,815.59
34.23,953.88
32.94,954.07
40.88,1093.92
31.92,929.43
37.0,965.99
25.38,790.23
14.49,518.87
8.63,331.64
24.58,756.76
36.93,1001.79
28.33,794.24
6.03,233.14
14.57,538.86
22.64,674.79
21.09,578.01
32.89,915.52
12.03,368.98
19.79,602.3
26.44,747.91
44.35,1124.3
42.01,1082.66
20.27,581.23
18.36,638.66
42.99,1061.77
39.46,1107.44
33.41,1028.69
29.86,904.55
34.15,952.36
33.39,921.09
38.47,1100.2
33.94,1039.03
31.01,918.3
42.47,1172.95
42.63,1238.3
21.67,652.55
44.94,1229.06
20.73,656.22
14.96,435.71
13.3,611.83
9.76,353.39
19.6,578.84
43.72,1243.75
17.98,615.29
41.78,1103.47
9.29,229.64
10.86,351.58
11.52,405.17
26.98,730.0
44.68,1215.36
13.16,421.34
18.35,460.66
39.13,1118.02
26.25,810.1
18.79,581.64
21.91,670.99
34.4,920.88
19.5,580.21
31.49,927.69
37.04,943.91
7.28,220.56
34.99,889.32
42.77,1270.34
8.22,288.75
8.27,392.93
29.62,836.0
32.06,1009.06
23.49,761.22
42.42,1119.5
10.07,358.44
9.74,283.26
5.41,275.01
37.88,1111.72
8.61,427.93
29.14,911.05
42.18,1180.57
7.11,298.88
9.7,327.59
39.84,1205.46
16.1,450.71
21.89,585.06
28.21,739.42
33.66,1006.02
12.36,466.74
39.95,1125.44
35.97,1017.92
8.62,244.61
9.33,349.52
33.29,1006.19
23.91,632.79
23.1,604.27
13.7,461.23
33.49,983.31
9.56,388.04
19.93,670.92
33.89,956.82
44.23,1106.22
13.49,468.33
30.44,932.25
7.57,251.87
15.68,483.75
8.86,190.89
38.23,1038.91
21.72,738.93
40.66,1089.76
6.61,201.84
32.93,1040.95
25.58,776.31
32.74,947.08
43.67,1201.13
43.91,1157.26
38.23,1039.91
13.43,535.35
35.37,943.16
43.29,1264.24
18.85,592.24
18.97,595.62
24.12,602.68
32.8,945.61
14.91,468.9
11.32,286.33
16.46,514.03
30.82,845.05
6.68,283.0
42.1,1101.31
27.3,721.66
9.25,336.88
33.93,924.41
16.47,491.48
35.66,918.38
40.21,1101.77
25.15,767.18
12.38,426.05
23.9,675.36
27.85,697.68
19.39,533.61
35.77,949.67
15.86,546.8
38.66,1114.57
22.5,681.21
28.46,790.72
7.24,359.22
13.41,472.88
22.54,539.04
34.56,1058.88
43.85,1186.57
7.9,353.98
42.48,1190.16
17.32,455.67
44.31,1179.66
6.79,154.1
25.36,687.5
36.1,1011.04
19.02,579.56
43.95,1158.57
41.99,1134.57
18.25,562.81
5.16,269.34
12.01,362.76
6.3,248.51
32.19,829.45
10.64,292.89
24.19,772.54
12.5,504.19
39.68,1104.28
16.78,500.0
32.91,894.61
28.44,884.15
20.02,367.19
35.4,1121.32
9.58,344.28
33.44,783.34
12.18,552.09
8.28,162.67
43.72,1057.52
11.88,343.25
15.59,480.28
5.41,307.27
32.08,881.28
35.4,936.58
5.83,227.16
25.68,723.28
38.92,1159.42
36.49,1075.48
37.16,992.65
7.73,272.52
16.32,396.42
25.84,784.01
25.43,732.74
35.3,1005.82
41.79,1182.6
33.67,1035.13
24.27,683.28
28.62,818.69
5.15,322.77
23.03,665.25
9.55,333.25
34.26,1114.91
36.25,1003.61
44.99,1328.78
23.51,654.32
8.48,284.79
10.55,243.45
41.31,1169.35
12.83,463.9
19.52,593.42
10.34,385.95
37.76,1096.43
17.05,437.27
19.89,601.5
34.7,1066.99
28.9,805.44
28.82,737.91
7.03,340.56
13.73,452.16
16.02,498.9
44.8,1195.52
13.99,504.93
19.93,565.28
12.7,504.31
23.96,704.08
5.0,285.86
37.14,1082.3
40.31,1036.91
24.62,744.06
38.8,1053.98
5.2,269.39
22.49,658.73
11.81,282.28
20.62,662.86
21.88,513.12
32.15,912.35
37.09,1140.88
42.67,1250.84
16.99,548.82
32.57,883.52
38.5,1058.68
21.0,688.09
27.43,738.34
32.47,936.83
8.16,252.94
29.86,829.63
26.71,739.46
17.35,558.5
44.8,1252.91
8.26,435.82
43.02,1166.45
30.5,881.97
7.38,354.88
12.23,404.34
36.28,1012.78
12.84,457.56
6.87,231.16
26.89,784.26
44.94,1174.92
20.17,585.21
22.68,795.71
35.96,990.28
28.95,837.08
15.81,336.47
26.91,799.06
23.41,803.76
5.65,190.4
9.3,397.53
29.2,792.7
10.95,274.5
35.76,967.79
24.65,675.15
8.44,317.86
43.07,1158.56
38.53,1003.42
30.56,895.92
34.82,1040.95
31.61,929.17
5.52,248.6
29.83,841.03
14.78,504.74
42.91,1139.84
21.36,684.54
33.19,852.81
10.95,269.18
23.92,734.88
9.17,264.98
21.26,586.18
27.42,723.12
30.3,893.29
20.82,572.63
11.35,467.28
31.39,930.73
5.48,252.78
37.35,1129.62
32.01,844.23
35.97,1007.04
43.95,1061.3
18.08,520.43
26.31,678.68
30.3,912.2
28.43,886.46
30.35,842.4
42.68,1304.12
24.36,658.24
39.47,1015.46
30.25,823.81
36.3,1030.46
18.12,609.71
18.17,601.72
42.41,1139.91
38.32,1125.39
25.25,700.14
23.43,860.29
15.05,540.61
13.3,311.63
14.03,421.44
42.67,1121.34
15.66,618.75
22.85,615.42
32.28,771.87
30.82,931.53
35.84,823.51
20.17,583.21
18.3,606.28
25.11,704.98
30.39,945.82
44.78,1243.93
28.5,758.4
35.71,1006.58
41.98,1255.02
5.13,243.87
15.16,511.46
5.13,257.01
41.14,1085.97
20.5,513.61
28.2,829.1
24.33,796.45
35.13,1015.02
19.73,513.44
5.49,263.6
19.36,641.49
23.81,767.96
21.22,668.67
15.92,514.56
8.86,284.41
6.12,243.19
41.44,1197.11
7.64,241.43
20.88,570.24
8.13,347.43
9.44,359.96
30.9,961.44
41.96,1204.61
18.93,541.19
34.83,1064.64
36.22,1024.99
30.62,908.94
39.75,1073.88
12.47,443.78
8.01,270.3
23.24,555.07
26.36,869.6
19.88,546.67
41.88,1115.01
9.94,312.69
42.32,1268.88
21.9,678.49
38.33,1098.31
20.11,662.87
25.32,780.43
32.53,928.48
23.95,712.2
39.96,1191.02
26.48,691.42
5.73,192.16
36.94,1064.59
24.77,741.04
31.94,879.63
17.94,693.17
32.96,854.7
33.89,952.12
44.94,1242.24
19.59,567.15
13.79,406.29
24.27,690.06
32.67,1013.76
24.27,685.27
39.47,1111.62
43.53,1153.18
44.2,1248.99
10.04,416.87
14.74,458.38
16.78,562.02
42.15,1147.07
36.25,1009.1
9.85,373.63
22.53,682.42
42.17,1168.56
13.25,342.9
27.14,704.41
32.57,810.49
7.59,205.73
22.27,684.45
41.73,1121.95
5.47,198.89
30.34,966.55
39.96,1171.25
22.2,559.57
15.36,431.89
34.07,894.75
19.68,595.7
18.38,481.93
15.42,444.59
43.43,1210.84
34.81,962.34
10.54,285.02
16.9,528.55
40.86,1129.38
38.19,1067.54
19.09,492.71
33.37,993.02
9.03,295.97
10.96,304.88
41.03,1130.06
26.73,808.13
10.45,396.97
24.62,792.79
23.56,650.86
44.87,1124.7
5.59,219.97
34.59,795.0
35.25,931.33
36.0,979.96
36.1,972.99
33.39,965.22
21.95,647.53
6.98,301.27
43.7,1209.45
14.69,378.12
17.21,566.32
11.11,345.36
18.27,569.67
18.11,580.52
19.39,536.97
21.14,587.11
31.72,894.91
43.84,1166.99
25.9,850.6
44.76,1219.7
7.2,210.36
20.03,725.79
6.21,276.24
28.89,820.08
44.17,1295.2
13.49,455.73
33.7,937.71
35.53,892.18
9.14,191.1
22.31,730.92
10.59,382.71
19.09,565.12
37.27,1023.37
16.63,534.02
42.33,1196.41
36.05,954.58
15.53,499.76
22.05,682.77
29.71,812.66
29.27,698.21
27.52,741.84
20.05,523.01
42.76,1240.15
8.52,255.17
30.32,798.26
6.42,221.68
27.23,830.83
12.37,462.05
8.37,260.99
7.11,250.76
43.22,1170.04
10.14,436.9
19.38,461.31
23.81,610.12
5.98,395.25
41.99,1220.3
5.61,150.9
41.46,1324.66
6.27,295.08
21.41,642.08
36.32,1096.6
5.99,197.33
37.39,1005.68
23.82,699.99
23.85,726.55
12.45,431.41
14.34,470.85
36.94,999.84
5.42,256.57
17.75,559.92
17.81,544.73
15.83,479.94
17.43,504.61
9.9,259.7
11.67,477.14
27.29,827.15
27.47,847.1
42.19,1085.15
26.29,727.24
22.51,658.63
8.81,341.59
34.44,914.9
22.84,775.1
35.37,1036.95
12.74,429.38
29.61,858.42
33.97,935.98
19.47,545.86
24.2,560.24
7.57,341.93
15.81,498.81
11.58,460.5
19.99,634.56
8.57,312.48
38.14,1059.02
34.34,914.47
39.62,1018.88
42.91,1113.36
27.57,731.56
34.81,958.52
24.61,762.11
36.43,1051.9
26.47,670.62
34.45,1012.93
16.0,508.54
32.48,953.95
28.14,834.41
14.99,374.38
32.43,922.56
19.81,683.56
30.16,782.8
31.33,827.8
31.85,776.86
32.34,881.57
21.69,554.06
29.99,798.05
41.27,1146.53
7.72,342.06
36.33,891.78
10.15,326.18
23.62,676.61
11.56,381.28
36.3,1055.39
6.49,310.28
33.05,979.29
21.06,641.08
15.6,474.98
43.42,1154.9
16.68,553.28
13.47,386.17
22.26,606.33
17.09,557.18
34.11,997.67
6.21,255.25
32.68,955.15
21.88,631.05
36.36,1000.0
18.36,580.9
5.73,196.07
35.53,1031.37
10.3,343.04
24.11,692.13
38.32,1063.29
42.0,1199.87
14.84,338.66
38.53,987.12
36.04,1062.7
41.94,1177.88
37.61,1013.72
8.58,318.58
42.78,1205.2
5.99,342.89
18.74,543.39
20.57,693.26
24.41,744.34
14.41,404.81
9.95,312.34
38.48,1134.61
30.67,951.69
24.0,696.95
35.98,1065.62
41.61,1161.41
13.96,444.92
17.92,559.29
42.37,1075.66
26.76,752.78
16.25,474.7
11.33,443.34
44.55,1228.66
26.4,745.81
39.49,1154.05
30.44,770.3
22.75,611.45
39.33,1159.14
19.26,620.01
35.74,898.44
23.14,691.5
40.9,1046.38
25.13,702.65
18.03,578.28
34.03,948.71
39.41,1081.0
39.04,1026.62
24.14,772.63
22.61,694.97
10.97,325.99
6.57,271.58
42.26,1137.93
34.01,917.36
28.07,810.44
28.34,908.73
5.93,196.32
23.15,712.49
41.85,1197.64
23.48,716.32
28.23,860.58
20.08,597.99
9.2,359.52
17.94,555.94
8.4,233.1
28.14,741.12
44.27,1270.04
19.51,560.15
39.34,1063.96
6.71,313.7
25.2,722.64
31.18,922.11
17.77,537.82
8.93,261.55
13.72,503.91
7.8,245.6
40.53,1188.91
5.18,263.96
7.77,263.06
36.83,1056.36
16.99,496.87
19.59,543.89
17.27,544.39
40.63,1162.39
42.15,1170.37
42.15,1109.62
17.29,451.49
13.02,414.81
38.12,987.3
38.96,1068.04
19.17,577.22
28.12,845.73
20.63,654.48
5.6,298.93
21.43,634.61
40.8,1095.83
39.32,1109.29
9.15,354.19
