square_feet,house_price
1755.29,283124.03
1768.85,345277.11
1952.75,391276.31
3334.16,566566.29
1555.01,297099.96
3128.93,467936.58
3782.36,663656.4
2779.13,536135.35
1954.05,354336.92
3092.04,489758.63
2048.43,351555.53
1891.94,319303.16
2291.02,380512.68
1543.8,302771.42
775.3,174365.06
1893.47,368623.1
845.88,187723.98
1877.59,301924.18
2404.96,392206.18
3750.56,587958.16
530.4,124403.79
2637.25,514120.93
2047.85,426066.16
472.94,143834.35
1298.37,248496.11
826.55,134313.38
1180.46,233867.6
1388.45,233033.31
1844.7,382507.61
2304.54,337021.94
403.56,120922.53
982.73,171257.77
736.84,160252.91
2378.82,431397.64
1584.67,321347.06
2374.23,403897.06
1198.56,253376.83
487.23,104908.24
3788.92,629128.21
789.91,197499.84
856.69,188228.74
927.57,173446.68
3932.6,627426.46
2623.58,482251.19
2597.04,398082.62
3952.11,600548.95
718.38,174957.5
3908.2,616670.58
1134.45,175598.55
2643.06,498080.54
1912.3,298841.29
1782.23,310571.08
3752.48,585759.7
937.22,181745.91
3989.45,608656.06
1764.85,338887.49
2735.59,464624.87
3884.46,676365.81
607.36,124025.43
3722.31,701371.16
2444.12,345725.97
2935.83,427477.52
937.06,242600.34
2320.19,415379.6
2824.65,487053.54
2042.49,371559.81
957.95,210708.11
1278.83,251235.25
3475.81,530437.97
524.1,151213.16
2951.9,519053.77
3997.8,713934.34
426.94,161912.96
979.76,206845.51
2826.92,425998.29
615.97,192167.2
2523.24,390187.64
2862.4,492646.1
2517.33,417949.26
1714.66,292742.21
2910.22,516761.34
2539.46,440134.46
1147.49,237899.82
2427.29,383801.51
3574.87,578766.55
2800.6,440075.8
2098.45,357701.92
1557.7,279761.38
709.19,209025.97
1280.66,233953.0
440.27,58221.68
3951.85,705221.27
1200.94,244069.56
3333.55,544574.1
1007.12,187936.21
1420.96,232743.74
1905.8,402788.6
1567.86,286881.61
3274.06,469218.13
3847.7,641653.16
3551.06,634229.25
952.88,197588.23
3196.08,492464.23
932.61,160493.05
3688.17,563376.67
2264.36,444923.81
1610.97,289276.94
965.29,144723.36
442.51,126830.18
1292.61,248328.82
3690.47,584065.27
3270.14,498327.03
3891.26,586391.79
762.74,195721.17
2531.84,439097.66
1325.74,264000.14
2354.59,412189.02
1553.64,293783.4
1420.48,248034.81
2465.84,412193.01
1059.95,244288.32
2088.88,413471.36
2742.92,414125.8
861.46,173114.82
3750.14,649240.23
2220.61,451040.15
3350.3,626944.6
2754.06,432257.17
2956.0,544121.86
2978.07,499049.73
3550.36,627204.63
2608.98,471336.92
1401.58,219780.42
758.23,179569.6
2582.5,475503.82
638.87,145262.25
1268.66,232578.1
618.55,98629.55
2376.0,431611.1
977.22,202821.26
2597.47,404588.65
3247.11,523630.97
3358.77,560272.88
1514.36,258957.73
2376.24,406534.18
2426.84,349043.47
2102.39,413279.7
2758.41,464378.66
1156.31,189607.22
3925.28,529023.45
753.09,192566.62
3385.2,581177.95
2538.75,438753.36
1281.48,269346.49
3084.43,547463.86
704.13,161165.18
3187.9,517778.22
2523.95,412899.26
798.7,182009.76
686.22,192652.14
3103.01,511282.49
1454.57,315835.52
3601.49,606271.33
3143.46,537020.15
2913.48,582186.72
1402.98,313357.61
2952.2,559573.22
3813.33,586851.58
729.62,222244.12
1574.19,283425.28
1244.82,229619.82
1815.7,248771.12
3072.4,524029.38
2107.27,327592.53
2454.63,433411.43
1530.96,241712.98
908.64,239406.02
1360.96,271686.87
3494.85,671063.19
2568.7,396590.34
1760.76,366482.02
3243.66,462244.48
632.05,150666.47
1314.01,227160.82
1228.37,220305.5
3947.31,618990.59
2941.95,454970.06
2624.03,395584.9
417.95,100706.66
1063.52,213045.1
2687.95,497924.41
1766.99,325041.6
3727.41,660015.78
3153.01,462693.15
2010.58,336410.56
3098.25,543527.58
3911.46,652009.98
2059.53,328532.18
2713.09,492986.78
3707.19,582949.4
1295.23,219815.91
3591.61,609659.6
751.16,162851.55
2734.41,439939.91
3218.22,509850.27
2612.58,401167.78
2183.93,363373.67
2622.45,485291.27
945.99,199168.87
1176.05,256009.83
1371.64,272186.65
2552.01,409682.41
1990.84,290982.13
1280.11,212913.2
3578.11,557927.35
1746.12,286667.65
2005.71,385220.85
1874.92,364602.19
1054.99,275213.79
3033.86,474400.45
2014.45,408193.57
458.53,162208.7
3870.45,620265.98
3336.75,570251.91
3004.81,550381.24
3528.73,576796.85
3664.51,593767.08
1614.96,271495.37
2599.45,350242.7
2591.71,441431.22
1362.28,231759.89
1199.03,196523.63
810.07,183774.72
2773.53,409620.56
3211.31,564791.11
3139.43,540595.72
1538.59,267705.2
1138.94,218897.03
2033.01,313097.47
2368.53,432923.73
3708.71,614465.56
3549.36,593597.76
3697.81,626498.23
3460.94,541964.48
3872.49,563484.69
2075.8,395238.97
570.9,154819.61
700.82,139863.57
1804.99,334669.08
1327.67,288951.26
1011.79,235996.05
3831.53,599800.44
1103.51,170093.23
3853.77,569753.24
3139.02,508167.25
2707.4,512464.01
2833.67,446518.24
1593.31,269337.27
2727.14,435235.82
1072.09,194670.15
3775.74,615868.31
1486.46,231453.46
1318.67,282059.29
2960.19,488263.9
2763.22,560712.59
2024.68,312481.64
2676.81,512546.44
974.18,237686.96
2823.98,457492.24
1374.2,243538.8
1382.21,227931.85
983.85,170356.0
1596.56,289463.67
1592.5,289557.76
2035.04,298893.46
1085.51,282612.28
1094.83,206315.52
2350.26,404950.16
863.96,161232.65
2880.03,471484.17
3798.21,603988.01
1936.46,340368.0
3643.98,595966.29
753.94,186246.72
554.65,139507.75
2996.93,527699.7
3139.68,520552.36
3435.01,575004.54
604.54,133919.51
3196.87,570641.67
1755.54,324228.36
1492.02,268671.2
1022.89,197774.11
3985.66,642940.57
629.19,145235.21
3377.23,554223.58
2702.18,433805.5
3046.29,537716.5
2962.18,527293.7
3490.36,649282.59
1061.65,190952.75
402.97,128449.03
2554.7,361090.56
1673.89,328748.38
845.63,134271.93
1070.1,180639.99
1594.3,300098.59
652.84,130359.85
604.89,119480.7
3697.69,583570.27
1523.57,302334.32
3936.03,598722.89
3871.72,628355.95
913.26,175793.03
2973.73,528747.05
2562.9,466498.37
2886.33,410581.23
746.29,191970.64
1078.82,193259.08
675.9,158090.73
2574.88,400671.85
3951.73,659370.66
2819.14,572618.48
2958.74,498871.62
3944.51,621110.37
2840.84,467024.54
544.65,90971.74
3521.22,639917.7
1712.84,317427.95
415.71,83953.73
2226.04,347186.66
3773.25,616658.48
1326.39,278439.4
2169.45,334157.31
1025.6,237384.3
607.69,138584.78
689.96,127029.02
3017.24,483837.96
3510.67,651007.02
915.88,146318.88
1437.95,242132.59
1102.11,244379.74
496.68,130451.1
2392.35,379607.28
2919.72,526162.43
2732.36,498991.01
1796.99,330811.22
2398.04,387052.87
738.76,147663.13
955.49,201800.94
3754.46,555742.94
3141.43,575264.51
3721.86,682424.05
3700.05,594743.26
2737.81,474449.36
3741.66,663078.26
1900.13,402488.38
413.02,154092.62
625.26,94974.19
794.15,159981.32
743.27,175868.81
1666.13,283446.71
2924.57,559324.58
3246.34,604132.23
2524.77,398016.74
927.17,184262.67
3092.45,483538.23
1677.29,295078.39
446.78,110877.01
1410.12,292102.39
1590.16,259248.67
1387.28,174522.98
3322.73,481638.97
3135.74,478530.31
2903.99,459685.21
900.42,190584.78
3308.2,501374.58
2837.83,428213.0
1101.42,186857.63
2733.14,416833.19
2140.64,351299.08
1981.66,326398.75
803.64,190541.71
2265.9,353935.22
759.75,153664.83
991.31,182369.82
877.17,205344.77
3834.79,618403.35
1425.51,297583.26
1678.74,263328.46
1559.49,282304.43
3633.7,570194.88
2426.68,368474.35
3708.98,603406.59
1479.73,328103.97
813.4,147219.2
2402.39,405640.61
1643.93,252998.08
3286.86,482567.58
3565.92,551170.92
2101.26,349212.45
3896.89,616491.73
2390.85,400274.44
1375.31,203753.83
2160.31,351636.93
534.32,144032.01
3294.4,487831.46
765.17,154537.56
1511.49,286258.44
2435.14,386189.62
554.71,142691.91
685.54,109589.0
2906.02,521023.33
658.4,159108.86
2117.5,369605.74
1619.3,330123.21
1221.09,222918.34
1079.6,193159.0
3148.28,578161.48
3825.55,705061.65
904.65,165224.54
3854.85,623191.96
2541.15,470575.84
2709.98,453484.14
2955.73,517012.19
2934.83,521186.04
3351.32,529218.07
2140.49,386042.2
2320.09,397786.98
1565.78,244918.14
778.93,138243.45
2792.7,443485.24
521.0,153781.15
1392.29,289569.31
739.23,182403.73
1086.62,226386.59
2699.43,470807.33
2662.52,460011.44
1915.8,351463.95
724.62,172299.22
1960.15,295147.0
1669.88,274127.96
2993.65,457923.73
2484.5,464106.48
2169.64,434742.0
2153.14,295392.86
3878.67,701267.67
3122.66,521920.92
2189.13,414771.82
2125.2,386823.61
495.32,163875.91
3793.03,628176.36
1549.03,237707.45
1321.38,244867.05
3997.87,672879.86
2987.28,489467.71
570.51,153895.94
622.79,141571.15
491.81,107418.74
2558.63,392751.67
657.63,137561.09
3760.2,622990.15
3772.86,529982.15
2365.79,376139.78
2619.9,366912.05
1450.82,247719.78
630.3,178251.39
3054.86,460458.65
766.43,185238.04
708.01,237506.7
1520.4,325448.75
444.88,120366.28
1962.53,374263.6
2947.65,437718.89
3284.86,477550.85
2575.51,437412.96
3448.75,584150.87
1863.41,367067.91
3455.58,544290.86
2223.3,390480.36
1202.93,235374.3
3798.92,614058.02
1389.9,256168.74
494.33,100668.68
1273.63,249817.88
1720.08,314565.04
1664.86,285065.75
2288.8,417583.94
3579.26,630978.67
1452.42,289716.22
2274.77,353298.43
1624.5,296975.55
3358.38,515666.98
967.37,197985.7
772.64,139701.15
2210.78,427664.17
2818.8,503442.84
3263.89,587224.5
2522.65,467956.1
3185.86,516803.42
1813.76,307563.43
518.32,175805.52
817.96,167890.33
539.4,93392.38
1584.2,320796.37
2183.77,382729.58
1682.74,352730.63
2418.16,421735.65
2130.19,368815.87
2840.59,535917.58
2801.06,410151.2
1545.03,262598.57
1646.37,267467.08
2506.53,343592.64
2547.16,465023.53
1532.92,261730.1
1589.14,318199.66
2898.56,500150.43
2730.68,483069.96
886.18,169524.61
1987.75,321460.74
3613.74,595927.17
530.7,155023.28
3478.59,569652.69
987.44,177102.19
2226.1,340593.17
1927.61,346213.48
436.47,100409.0
3695.43,601195.27
2037.73,347257.32
3835.37,605671.32
1432.28,274290.84
3518.59,601406.89
3720.6,693782.45
2404.6,438751.73
1129.64,268289.5
2866.89,447834.41
2376.32,347402.74
3800.31,619411.07
1981.38,377157.98
1366.65,277317.62
897.83,220397.61
2915.08,386877.32
3906.79,691819.23
502.04,134534.28
3065.6,447573.5
3736.95,642149.57
669.21,155186.19
796.61,180541.02
2891.05,523076.91
2732.67,476536.11
647.78,105575.85
3403.92,554578.38
2284.33,333731.61
3665.91,628010.14
3560.77,643953.56
3325.03,497078.58
2257.24,364220.55
1306.16,218101.94
2221.51,366837.36
762.92,176321.95
2771.85,448559.59
882.32,201539.65
2240.22,424601.33
595.78,170192.25
1478.24,235517.49
1235.49,278533.18
2632.11,500763.18
3232.43,598776.49
606.29,136519.82
3461.02,537346.41
3498.76,532990.39
1632.17,258289.35
2772.41,466316.51
1849.41,356447.45
955.09,232166.42
2303.18,377747.14
710.89,155529.5
3562.5,579914.43
3727.44,581394.61
3357.81,584417.36
2425.1,427236.11
2407.35,416355.91
3944.59,657712.45
1292.45,263230.38
673.41,168186.59
2422.99,382327.6
1583.63,317049.69
1560.42,292439.48
425.51,102036.02
2546.46,440807.31
1350.52,263516.26
1076.29,244309.78
545.55,102825.68
1711.7,351219.75
3564.29,585635.21
1612.01,275068.77
2844.67,455646.63
3123.57,477861.96
1581.16,229888.21
3357.91,581994.22
2890.77,561768.58
2413.27,352031.69
403.57,84857.4
526.33,149716.49
3967.12,643021.4
3216.22,566712.19
3775.23,611822.13
3648.29,572136.55
473.59,114858.37
3250.65,439328.6
2024.12,313458.82
3242.41,575441.96
424.18,145951.9
1437.52,310888.72
3104.77,533580.55
3254.87,445113.39
2630.97,420417.3
1484.52,315627.14
1517.31,330485.5
3880.35,692556.49
1981.16,338927.99
2009.65,305654.59
2388.4,406758.67
1874.21,331640.19
2389.62,466287.27
1956.41,351384.17
3376.17,557124.68
3672.58,604074.51
3755.6,630844.55
2431.47,437996.79
1991.73,323431.35
2938.86,448848.11
3417.96,620381.31
2426.74,353072.51
2919.93,552843.99
3099.03,437480.67
2835.02,452353.19
3086.08,552204.57
1151.12,222678.99
2194.15,331767.61
2517.77,443693.96
408.92,113150.19
3481.47,563057.72
2596.09,415716.39
864.89,178718.82
3338.89,526569.93
2981.41,594365.72
3129.88,509725.2
1811.35,308973.98
3475.13,548317.17
1890.5,394795.29
2453.83,356988.29
402.31,120055.67
2721.54,448993.04
2985.43,440982.6
2441.59,385762.89
2187.61,389532.47
3315.77,511425.21
2852.94,488132.97
1401.07,315502.11
3852.66,635450.95
2946.16,434175.06
3956.58,605565.03
3896.54,621785.49
3708.08,590874.8
3119.34,524071.89
2593.95,450955.23
1019.81,255059.44
2356.07,403272.95
3155.36,476320.55
2275.09,433233.06
3525.66,632689.73
794.76,175948.95
1771.39,307365.63
2221.47,405699.29
1956.37,336113.91
790.91,109114.59
952.7,209676.25
3415.42,599856.7
2143.78,423041.57
575.4,115938.75
459.37,125078.88
2104.51,374479.19
991.76,201322.47
2938.45,495326.91
3263.16,541008.97
1221.87,239867.61
2531.84,457668.99
956.0,229740.27
1492.9,249380.69
3599.66,582540.9
2358.75,388263.63
3589.2,564086.53
1210.89,181448.83
1588.09,289011.04
2095.43,381319.07
2128.29,363715.26
3991.53,648327.18
812.0,183960.26
3467.07,629801.39
3509.26,558528.88
2391.52,365427.32
1638.53,292778.12
2269.21,458842.15
1452.88,230476.78
3276.79,568423.19
2193.8,420719.76
3733.03,506663.35
2641.69,461927.29
2251.55,409610.75
2959.85,483337.71
2214.16,358806.25
3656.22,572868.9
1064.01,199638.61
3904.06,622158.89
3323.89,528157.04
3498.64,560158.16
2138.47,413272.38
3413.93,510998.27
1504.39,218775.24
3143.01,570586.35
905.62,180173.17
1505.39,263180.03
2004.64,346800.46
1560.35,290917.29
1793.26,301189.16
3352.38,573985.2
1324.03,218178.08
3083.01,500253.51
665.36,87069.22
3156.66,571306.82
3251.28,530427.8
1846.12,349855.39
3000.92,519203.2
3694.5,628076.51
3282.57,542063.0
1805.61,334051.73
2143.17,337142.21
3205.69,482801.45
1453.34,264738.72
3293.98,515906.43
1581.06,334063.72
3301.57,560806.35
712.48,136407.81
559.83,126425.95
3991.63,654724.47
3530.05,576606.5
3578.25,598393.18
3824.61,626720.42
1977.94,298171.22
1432.61,195711.57
868.09,169251.64
2204.35,400842.87
1192.17,217606.83
3767.98,669408.33
414.41,110892.39
915.51,227468.76
1287.31,279308.85
1116.24,249586.26
1212.8,194534.46
2761.77,464930.92
1579.04,327079.92
2614.09,452481.45
3604.93,614590.42
2569.2,382854.64
2900.32,560842.96
1715.81,280798.17
975.06,136674.74
1554.1,271608.82
3871.42,522149.37
2638.52,404334.39
1399.04,341716.1
2023.29,340148.55
3407.85,501153.96
2806.4,471946.95
2418.35,379451.42
3586.59,625104.3
2820.78,438332.69
2713.83,467516.02
1083.17,177586.05
783.0,242600.78
3874.51,653523.82
2555.89,427886.39
1896.46,324367.17
2520.47,407254.57
622.52,121987.19
3359.66,520995.09
1179.92,278848.31
3296.37,521531.41
2323.76,320587.57
1395.66,222063.23
508.76,151866.41
3337.0,540031.88
1035.26,201242.39
586.5,170650.6
3121.16,486616.5
1660.16,320083.34
1801.6,297526.98
1289.44,261526.21
3493.04,557346.74
1470.39,262743.36
1156.69,248750.54
1513.3,301355.4
1131.34,214629.3
1543.56,266103.33
698.57,200349.84
970.71,213199.83
1901.39,321711.45
3566.08,556940.24
606.25,169666.14
1165.63,228401.91
3670.04,593416.61
3604.05,595554.19
2846.02,490155.26
1265.7,238079.73
1911.32,378293.02
1160.4,262849.45
862.92,195029.88
1767.99,361719.58
2472.96,421261.15
1695.76,327475.09
2598.97,478009.42
1466.52,302925.7
1645.06,327193.64
3246.42,562989.01
3561.93,668073.95
1559.32,266198.21
2457.46,412830.77
1401.38,253341.81
592.0,128509.54
3056.29,428332.3
1015.61,243695.15
1932.57,304319.3
2153.36,379078.31
1064.1,166503.13
740.4,178875.67
1652.85,271801.43
3828.23,574091.73
2614.49,449572.35
1773.08,292230.88
540.08,115107.41
2560.98,440642.06
732.13,182747.33
2353.16,372884.66
3107.02,475875.18
1924.91,339549.2
1477.88,289148.28
570.58,176329.48
489.2,93976.34
1948.1,331168.02
3580.04,637447.92
1278.63,303735.51
2466.6,382914.91
2863.5,450476.9
618.99,153555.11
951.16,175482.99
1592.6,263862.93
2812.34,481399.75
1980.53,401157.8
3043.1,453803.84
3523.35,642356.99
3130.14,496156.26
3972.09,661325.87
3115.7,581909.31
3467.85,583950.71
3396.52,546988.39
3028.96,533174.52
3286.49,535798.28
3764.86,637576.79
2110.75,359334.81
2697.83,487820.05
2253.78,337500.18
3463.73,526669.09
1952.89,293953.53
3351.02,550296.24
3277.68,478346.36
3862.79,598760.71
1296.11,209552.17
2954.63,552045.92
3124.91,478490.58
3770.6,559171.48
3664.85,610486.38
2464.69,482661.98
2484.95,418398.94
1002.25,199175.25
3909.87,693982.24
1318.06,275452.97
3009.05,518393.41
3264.86,515664.47
1988.38,364188.4
1160.3,182130.44
1080.26,193078.07
3483.39,633226.09
2238.72,432932.33
724.49,171195.86
2981.27,420197.05
1300.62,207029.67
3555.02,554188.66
1514.46,271576.13
1120.97,179877.57
705.49,148796.86
2241.51,450216.26
2022.66,367472.96
3104.72,524576.2
2072.57,324901.74
1637.74,241264.87
1341.96,212347.81
1401.33,206447.64
3740.25,614317.0
994.28,210648.05
3957.44,600382.66
1576.91,291400.77
718.2,199730.76
1295.29,305914.12
610.29,163154.9
3244.11,529409.06
2245.19,413517.1
1613.15,336671.4
2783.38,389391.7
2670.33,507388.9
3783.54,593613.93
3860.54,605380.38
2850.46,463637.5
3344.14,564974.73
3252.73,492055.15
2168.69,365095.19
2936.05,511250.61
681.73,158469.18
3128.88,534809.35
3862.6,615033.8
705.91,175677.6
3410.02,605924.91
3758.73,657446.92
1214.28,245428.45
2289.32,427617.49
3740.29,649110.05
3856.81,747048.7
860.38,214748.15
1656.42,295508.69
2913.32,450926.05
1197.61,221549.36
1569.17,274478.38
483.85,136599.99
952.68,172059.71
2424.39,457913.85
2751.12,408815.26
2736.08,397265.64
3202.1,524773.48
1895.01,305204.69
1384.57,217518.6
456.09,101034.02
1143.87,198187.77
1524.6,279020.03
1041.54,187488.69
472.52,106125.9
966.81,194876.54
2797.96,509238.83
2666.51,506353.53
3768.46,621747.64
3273.41,550340.93
2443.92,409770.15
895.2,198465.72
2430.66,429096.72
621.74,180529.2
1951.19,277034.16
1804.93,312760.95
1940.13,352789.57
1407.37,260263.94
2868.99,443396.73
3427.4,509358.6
3166.66,557923.99
2659.91,419996.22
2338.04,336318.53
511.9,150392.19
3002.56,518749.56
2361.94,400025.5
1374.67,227050.35
1580.23,283302.35
3768.18,668520.15
2647.7,385411.9
2113.28,311367.62
2635.32,421331.8
1889.47,332503.05
2092.66,346298.29
1445.11,287482.13
1983.47,385539.99
2868.13,491186.75
543.79,147103.24
3262.1,550555.37
1418.73,263114.1
2857.22,427763.44
2713.81,417423.0
2749.46,410074.7
2589.26,432754.4
3852.77,638196.51
2230.04,332114.73
3036.35,508369.32
2939.62,456198.22
1250.56,204169.0
1419.9,242911.75
1926.46,300164.55
1399.71,279369.1
1720.28,302396.09
1807.46,348866.41
2573.91,419291.85
1191.6,216181.39
3295.45,622020.37
1975.13,289664.34
2942.48,542381.65
693.19,201076.56
2091.88,390936.72
501.59,116147.98
2833.28,530877.98
1637.36,284925.22
3817.31,591480.87
1566.85,272278.58
2429.7,393273.34
1326.6,219044.78
2632.41,487220.97
2081.35,334817.57
1734.26,309141.01
1133.28,175716.95
801.48,171115.26
831.56,141030.44
3996.54,596380.15
1884.32,328885.93
406.95,139617.01
3830.54,644027.01
471.93,134718.51
1906.91,331549.88
2982.92,484040.95
3692.56,638268.77
2966.39,472526.15
2069.05,389851.2
3907.99,691247.72
541.55,107919.53
3952.81,611835.59
3457.81,545594.49
3744.15,547485.52
1317.18,232750.6
912.85,225403.74
2787.94,427475.88
2257.09,436649.46
2283.4,376725.94
3728.63,701557.52
2632.29,418824.71
1519.83,273280.78
1840.24,294906.59
880.59,161867.34
1092.33,254612.73
916.06,201445.98
3317.05,590340.96
2937.54,438418.93
2309.24,420317.81
1747.72,279383.47
2806.58,418787.5
3326.46,558909.27
3572.44,595661.59
2369.26,407354.36
3351.59,582701.72
2240.7,417731.38
2108.31,418482.69
3515.55,526651.05
1790.95,369642.48
1825.29,388029.41
1497.68,262753.9
2267.33,329471.57
2361.46,353296.16
2777.66,448688.4
1949.81,412460.74
1184.21,228160.27
3520.63,551800.72
1645.6,274065.91
3722.6,550701.58
1146.47,248848.59
2416.21,409017.03
2331.81,476749.95
3383.13,583801.65
899.86,209462.31
3675.77,590863.84
2313.14,357076.92
2509.99,393696.13
2236.6,335946.35
529.69,154624.45
2189.53,364592.17
1348.78,282552.89
1633.68,299559.68
2736.77,449187.53
2191.71,336699.23
735.59,168988.04
662.95,143251.75
1068.37,237629.07
1087.19,191303.79
2589.88,461863.34
1040.13,255574.52
3574.19,597813.22
1155.14,247438.64
728.07,175590.13
3552.69,664071.75
1463.18,281484.2
1931.52,363987.12
3852.49,626268.58
3799.73,585887.33
2973.7,447886.96
648.18,183006.11
2536.02,392408.56
3960.68,677519.35
3808.9,639658.0
781.61,193772.73
1825.48,306256.55
1535.93,254549.06
867.02,191152.76
2901.27,473641.73
1385.85,218572.28
1641.52,360601.28
725.29,136138.58
2192.68,343168.06
969.4,188183.61
1955.53,386900.28
916.03,123312.43
3833.86,676751.88
921.94,161302.12
2278.79,401446.19
1109.13,195720.04
674.9,207755.04
1128.31,223065.21
597.19,119761.41
901.83,176389.64
2176.54,379697.87
2746.54,468862.27
714.42,169699.87
1987.67,348100.98
2492.49,372281.52
1243.21,225860.05
1739.48,331365.16
658.61,129837.82
1192.47,249701.68
2080.31,363169.45
3965.59,635077.93
3986.55,701639.33
3926.64,561417.36
1923.11,315090.04
690.45,188632.77
1564.86,344799.78
1255.77,309869.0
450.86,119000.75
742.84,174574.31
2031.49,383462.33
1622.78,335640.48
1049.27,216860.9
2977.96,533637.88
1685.62,318211.78
3466.72,592116.27
1267.52,211348.19
2338.22,388653.28
1062.9,193587.69
2183.08,334762.66
948.88,143205.91
981.68,184582.43
2604.0,430567.81
1349.63,255779.2
1020.52,219807.46
3747.17,620302.54
554.81,126086.29
2434.53,381162.3
2373.75,438398.92
1302.19,242120.28
2029.98,339249.08
715.86,152049.67
2996.57,470188.66
1198.11,213270.58
1096.19,197283.84
1533.56,270647.69
3648.53,625636.34
3267.28,556920.54
3808.81,689446.43
2747.06,508996.38
2786.52,544146.18
2128.11,389145.46
3658.67,622313.46
2239.16,368231.26
1678.22,329313.97
2705.35,430524.45
2366.1,350757.7
846.47,221588.73
1813.81,279513.28
1527.97,293519.78
3448.6,530102.39
1763.83,352677.94
3357.6,606415.97
1992.6,367392.03
3112.6,567446.61
887.01,183268.21
3728.74,706818.78
2130.02,396103.19
1335.27,221764.85
1269.36,242586.34
1354.28,248296.53
1720.21,299616.55
2983.07,431315.25
3818.57,639843.61
2808.53,417176.71
2369.8,312411.07
2014.95,340176.62
3381.5,525547.4
3458.77,532377.19
1454.94,168088.92
3832.31,587272.38
1822.42,317439.01
3280.28,515787.29
3880.55,649281.86
2933.17,545216.44
981.58,212680.86
2510.09,465055.54
827.6,206457.37
3240.91,494155.0
1412.73,275989.82
2902.77,524738.52
3676.32,582535.75
1051.64,183822.4
1814.29,340214.95
2729.63,402181.95
1910.77,299020.89
1029.35,184301.7
504.66,138098.3
1863.75,337075.81
2737.15,500510.93
2466.34,385536.48
962.47,165289.14
2022.5,371770.31
1730.1,282638.84
1387.13,238796.01
3025.38,429300.29
1514.75,286686.04
2344.51,458276.78
3723.6,563645.16
2341.39,438712.67
2621.28,440928.9
663.69,99559.07
1041.28,179165.95
763.42,136951.01
3153.33,510095.22
3409.32,579036.52
1071.24,266812.12
1189.38,184117.23
1563.55,268622.64
2527.88,395457.73
2638.47,397342.85
2872.31,484604.11
3658.69,598868.16
1462.14,210716.41
2771.53,466435.14
2415.0,367560.27
1501.01,275536.57
3666.69,655015.89
743.74,174859.75
2963.2,501548.58
3020.35,481847.39
3695.18,607183.45
2266.89,410499.05
1557.84,298895.71
3379.87,552822.76
3174.92,535122.72
2201.14,332766.73
3164.29,494666.3
1364.35,277168.62
2522.22,460003.22
3514.66,581183.87
1544.74,330108.89
2140.78,389255.26
3823.76,613278.91
3273.56,490575.89
3593.34,650818.69
1786.89,344173.71
3987.42,728923.73
949.24,256840.86
2267.57,343371.44
2125.38,323050.77
3274.36,422697.71
3671.02,640469.3
3032.1,531179.94
2656.54,452224.01
1938.75,298272.63
2237.17,382354.23
2233.48,391702.49
473.33,142419.54
2210.96,391487.23
3481.49,600374.37
2953.39,488071.66
3264.55,588504.74
1805.75,342358.87
2304.3,352296.95
520.54,166427.37
1778.79,358358.36
2107.9,382727.4
1318.75,256681.73
512.47,172585.34
2885.47,418423.19
1966.32,388181.2
1896.44,318045.57
1299.95,279490.68
2336.19,404843.92
1976.9,303175.63
2106.34,348309.41
2491.14,461940.09
422.77,107715.77
3667.71,573221.53
655.91,130622.76
2023.33,376052.94
1146.54,275783.11
2285.62,314854.2
1408.83,351069.79
3496.02,583058.67
1826.9,343839.96
2699.52,438132.97
1295.97,244284.4
469.86,125744.42
1854.96,292285.91
2331.35,370169.04
2054.37,399937.35
3863.25,560693.55
2944.62,509212.6
3984.41,631017.31
1462.22,238290.96
3240.59,617338.2
2400.01,374684.93
2602.34,397393.51
3949.07,633994.57
2754.35,433354.71
3635.74,595636.63
3012.7,508130.97
858.59,185662.33
2917.93,482784.01
2143.54,346450.83
3707.67,634163.63
3304.6,541052.78
774.88,151922.07
882.1,225841.78
650.6,144162.51
2175.68,415530.97
690.78,188525.08
3005.24,552326.97
2388.49,433806.7
3409.19,561351.27
1407.26,259038.07
2268.91,381463.59
822.93,110350.66
3584.6,618542.73
1030.02,211873.34
768.5,189085.82
1138.18,217136.44
3302.43,572963.34
780.93,127323.47
2611.94,397288.95
3086.25,412821.54
3103.89,510140.07
1084.22,189131.8
621.85,117883.59
2015.7,364094.56
1128.95,206302.53
2917.37,430874.64
1684.09,387661.41
2017.67,351352.49
808.55,139823.85
2443.18,391548.62
1067.89,204930.0
2844.35,469778.8
656.21,185257.72
3913.22,633443.2
2864.3,552594.11
1054.23,195044.03
450.74,129233.07
1604.07,324356.09
950.13,228075.71
1186.28,268520.17
3541.9,569667.65
2571.54,435522.71
1035.25,130467.49
2403.97,403339.81
1320.81,282609.61
3914.32,677121.92
517.93,125302.76
3036.35,573726.31
3182.79,511707.22
641.79,126066.35
1018.73,188720.76
1783.5,279454.37
3525.36,605334.31
2333.2,410557.44
2759.1,487530.17
3218.85,515798.67
3381.24,554752.69
2114.62,289700.5
2231.66,398351.96
2984.82,501669.32
1348.03,217273.95
3476.16,566988.99
474.83,114166.48
1104.78,269570.33
3280.72,498173.49
1624.93,304717.81
939.4,158517.19
1072.32,193909.65
2310.72,406727.19
3446.25,558011.9
654.34,147982.01
509.73,135625.74
2074.61,343727.5
3842.27,665430.54
1404.44,250883.17
3853.01,623633.79
3595.65,604876.37
1419.29,270178.84
3341.01,578019.52
2869.12,492839.5
2242.56,403369.0
1922.5,327112.76
3335.81,505826.12
3255.09,479336.48
3124.97,450873.27
3993.72,728325.58
2122.64,289592.73
3304.92,595307.32
